batch_id,selected_request_id,origin,destination,max_wait,time_window_start,time_window_start_hhmm,time_window_end,time_window_end_hhmm,Transportation_min,Joby_min,Transportation_Joby_time_saving,pending_count,final_drop_penalty,assigned_vehicle,pickup_time,pickup_time_hhmm,delivery_time,delivery_time_hhmm,final_status
B230,R230,2,1,5,365,11:45,370,11:50,54,9,45,0,1474000,21.0,356.0,11:36,366.0,11:46,Complete
B231,R231,1,3,5,365,11:45,370,11:50,49,8,41,0,1438100,23.0,357.0,11:37,366.0,11:46,Complete
B232,R232,4,2,5,365,11:45,370,11:50,56,8,48,0,1508700,6.0,357.0,11:37,366.0,11:46,Complete
B233,R233,3,5,6,368,11:48,374,11:54,50,10,40,0,1428200,19.0,358.0,11:38,372.0,11:52,Complete
B234,R234,4,2,5,366,11:46,371,11:51,56,8,48,0,1508700,7.0,358.0,11:38,367.0,11:47,Complete
B235,R235,2,5,6,370,11:50,376,11:56,59,11,48,0,1509100,16.0,359.0,11:39,370.0,11:50,Complete
B236,R236,6,2,6,374,11:54,380,12:00,92,13,79,1,1915500,15.0,361.0,11:41,380.0,12:00,Complete
B237,R237,5,3,6,372,11:52,378,11:58,50,10,40,1,1528200,17.0,366.0,11:46,377.0,11:57,Complete
B238,R238,4,2,5,371,11:51,376,11:56,56,8,48,1,1608700,33.0,364.0,11:44,373.0,11:53,Complete
B239,R239,7,4,4,372,11:52,376,11:56,57,9,48,1,1606500,3.0,363.0,11:43,373.0,11:53,Complete
B240,R240,8,4,5,378,11:58,383,12:03,76,13,63,1,1750200,5.0,366.0,11:46,380.0,12:00,Complete
B241,R241,3,9,5,383,12:03,388,12:08,122,17,105,1,2177100,10.0,366.0,11:46,384.0,12:04,Complete
B242,R242,4,8,5,382,12:02,387,12:07,78,14,64,1,1770200,18.0,368.0,11:48,382.0,12:02,Complete
B243,R243,5,7,5,380,12:00,385,12:05,63,12,51,1,1638500,24.0,368.0,11:48,381.0,12:01,Complete
B244,R244,5,8,5,384,12:04,389,12:09,83,16,67,1,1799600,25.0,368.0,11:48,385.0,12:05,Complete
B245,R245,4,2,5,379,11:59,384,12:04,56,8,48,0,1508700,15.0,371.0,11:51,383.0,12:03,Complete
B246,R246,7,4,4,382,12:02,386,12:06,57,9,48,0,1506500,9.0,373.0,11:53,383.0,12:03,Complete
B247,R247,4,7,5,384,12:04,389,12:09,57,9,48,0,1505500,3.0,376.0,11:56,386.0,12:06,Complete
B248,R248,5,9,7,394,12:14,401,12:21,138,19,119,0,2212000,16.0,375.0,11:55,395.0,12:15,Complete
B249,R249,9,10,7,396,12:16,403,12:23,177,21,156,0,2582300,2.0,375.0,11:55,397.0,12:17,Complete
B250,,10,3,8,392,12:12,400,12:20,83,17,66,2,1878800,,,,,,Overdue
B251,R251,10,9,6,396,12:16,402,12:22,171,21,150,0,2523300,8.0,375.0,11:55,406.0,12:26,Complete
B252,R252,2,4,5,387,12:07,392,12:12,54,8,46,0,1488700,7.0,379.0,11:59,388.0,12:08,Complete
B253,R253,1,8,5,394,12:14,399,12:19,82,14,68,1,1806400,1.0,380.0,12:00,395.0,12:15,Complete
B254,R254,2,5,6,392,12:12,398,12:18,59,11,48,1,1609100,6.0,381.0,12:01,392.0,12:12,Complete
B255,R255,6,7,5,398,12:18,403,12:23,77,15,62,1,1750300,32.0,387.0,12:07,402.0,12:22,Complete
B256,R256,9,4,5,400,12:20,405,12:25,125,17,108,1,2200400,10.0,387.0,12:07,405.0,12:25,Complete
B257,R257,10,4,5,402,12:22,407,12:27,66,14,52,1,1641900,19.0,390.0,12:10,405.0,12:25,Complete
B258,R258,1,3,5,402,12:22,407,12:27,49,8,41,0,1438100,21.0,394.0,12:14,403.0,12:23,Complete
B259,R259,2,5,6,406,12:26,412,12:32,59,10,49,0,1509100,15.0,396.0,12:16,407.0,12:27,Complete
B260,R260,9,10,7,418,12:38,425,12:45,177,21,156,0,2582300,4.0,397.0,12:17,419.0,12:39,Complete
B261,R261,6,1,5,413,12:33,418,12:38,23,9,14,1,1260600,7.0,407.0,12:27,417.0,12:37,Complete
B262,R262,4,2,4,415,12:35,419,12:39,56,8,48,1,1609700,5.0,407.0,12:27,416.0,12:36,Complete
B263,R263,7,5,6,419,12:39,425,12:45,63,12,51,1,1637500,3.0,407.0,12:27,425.0,12:45,Complete
B264,R264,5,2,5,418,12:38,423,12:43,61,10,51,1,1630100,6.0,408.0,12:28,419.0,12:39,Complete
B265,R265,7,4,4,418,12:38,422,12:42,57,9,48,1,1606500,11.0,409.0,12:29,419.0,12:39,Complete
B266,R266,7,5,6,424,12:44,430,12:50,63,12,51,0,1537500,3.0,412.0,12:32,428.0,12:48,Complete
B267,R267,3,9,5,431,12:51,436,12:56,122,17,105,0,2077100,0.0,414.0,12:34,432.0,12:52,Complete
B268,R268,2,5,6,432,12:52,438,12:58,59,10,49,1,1609100,6.0,422.0,12:42,433.0,12:53,Complete
B269,R269,2,6,5,435,12:55,440,13:00,92,13,79,1,1916500,5.0,422.0,12:42,436.0,12:56,Complete
B270,R270,10,4,5,437,12:57,442,13:02,66,14,52,1,1641900,2.0,423.0,12:43,438.0,12:58,Complete
B271,R271,3,9,5,443,13:03,448,13:08,122,17,105,1,2177100,17.0,426.0,12:46,444.0,13:04,Complete
B272,R272,7,4,4,435,12:55,439,12:59,57,9,48,1,1606500,14.0,426.0,12:46,436.0,12:56,Complete
B273,R273,4,8,5,444,13:04,449,13:09,78,13,65,0,1670200,9.0,431.0,12:51,445.0,13:05,Complete
B274,R274,7,4,4,440,13:00,444,13:04,57,9,48,0,1506500,26.0,431.0,12:51,444.0,13:04,Complete
B275,R275,7,5,6,445,13:05,451,13:11,63,12,51,0,1537500,24.0,433.0,12:53,446.0,13:06,Complete
B276,R276,7,4,4,443,13:03,447,13:07,57,9,48,0,1506500,26.0,434.0,12:54,447.0,13:07,Complete
B277,R277,1,10,5,450,13:10,455,13:15,61,15,46,0,1480400,7.0,435.0,12:55,451.0,13:11,Complete
B278,R278,9,4,5,452,13:12,457,13:17,125,17,108,0,2100400,8.0,435.0,12:55,453.0,13:13,Complete
B279,R279,9,10,7,457,13:17,464,13:24,177,21,156,0,2582300,0.0,436.0,12:56,458.0,13:18,Complete
B280,R280,7,4,4,446,13:06,450,13:10,57,9,48,0,1506500,28.0,437.0,12:57,447.0,13:07,Complete
B281,R281,3,5,6,449,13:09,455,13:15,50,10,40,0,1428200,21.0,439.0,12:59,450.0,13:10,Complete
B282,R282,5,3,5,454,13:14,459,13:19,50,10,40,1,1529200,3.0,444.0,13:04,455.0,13:15,Complete
B283,R283,4,2,4,453,13:13,457,13:17,56,8,48,1,1609700,2.0,445.0,13:05,454.0,13:14,Complete
B284,R284,6,7,5,460,13:20,465,13:25,77,15,62,1,1750300,5.0,445.0,13:05,460.0,13:20,Complete
B285,R285,10,3,8,462,13:22,470,13:30,83,17,66,1,1778800,6.0,450.0,13:10,468.0,13:28,Complete
B286,R286,10,3,8,463,13:23,471,13:31,83,17,66,1,1778800,15.0,450.0,13:10,468.0,13:28,Complete
B287,R287,10,6,6,460,13:20,466,13:26,83,13,70,1,1828700,4.0,447.0,13:07,464.0,13:24,Complete
B288,R288,7,5,5,460,13:20,465,13:25,63,12,51,1,1638500,32.0,448.0,13:08,461.0,13:21,Complete
B289,R289,7,10,5,468,13:28,473,13:33,108,18,90,1,2024100,13.0,450.0,13:10,472.0,13:32,Complete
B290,R290,4,3,4,466,13:26,470,13:30,45,9,36,0,1388400,8.0,457.0,13:17,467.0,13:27,Complete
B291,R291,7,6,5,472,13:32,477,13:37,78,15,63,0,1660300,20.0,457.0,13:17,472.0,13:32,Complete
B292,R292,9,4,6,474,13:34,480,13:40,125,17,108,0,2099400,12.0,457.0,13:17,475.0,13:35,Complete
B293,R293,1,10,5,474,13:34,479,13:39,61,16,45,0,1480400,34.0,458.0,13:18,474.0,13:34,Complete
B294,,6,2,5,473,13:33,478,13:38,92,13,79,1,1916500,,,,,,Overdue
B295,R295,10,3,8,484,13:44,492,13:52,83,17,66,1,1778800,0.0,467.0,13:27,485.0,13:45,Complete
B296,R296,2,1,5,479,13:39,484,13:44,54,9,45,1,1574000,2.0,470.0,13:30,480.0,13:40,Complete
B297,R297,5,9,5,492,13:52,497,13:57,138,19,119,0,2214000,21.0,473.0,13:33,493.0,13:53,Complete
B298,R298,1,3,5,500,14:00,505,14:05,49,8,41,0,1438100,11.0,492.0,13:52,501.0,14:01,Complete
B299,R299,7,1,5,501,14:01,506,14:06,56,9,47,0,1496500,33.0,492.0,13:52,502.0,14:02,Complete
B300,R300,10,9,5,516,14:16,521,14:21,171,21,150,0,2524300,7.0,495.0,13:55,517.0,14:17,Complete
B301,R301,3,5,6,510,14:10,516,14:16,50,10,40,1,1528200,6.0,500.0,14:00,511.0,14:11,Complete
B302,R302,6,7,5,514,14:14,519,14:19,77,14,63,1,1750300,4.0,500.0,14:00,515.0,14:15,Complete
B303,R303,7,4,5,510,14:10,515,14:15,57,9,48,1,1605500,5.0,501.0,14:01,511.0,14:11,Complete
B304,R304,10,3,7,519,14:19,526,14:26,83,17,66,1,1779800,13.0,502.0,14:02,520.0,14:20,Complete
B305,R305,1,7,5,512,14:12,517,14:17,55,9,46,1,1586500,33.0,505.0,14:05,515.0,14:15,Complete
B306,R306,2,5,5,514,14:14,519,14:19,59,11,48,1,1610100,27.0,503.0,14:03,514.0,14:14,Complete
B307,R307,9,1,8,521,14:21,529,14:29,114,18,96,1,2081700,17.0,503.0,14:03,529.0,14:29,Complete
B308,R308,9,4,6,520,14:20,526,14:26,125,17,108,1,2199400,16.0,503.0,14:03,521.0,14:21,Complete
B309,R309,4,7,4,515,14:15,519,14:19,57,9,48,1,1606500,12.0,506.0,14:06,516.0,14:16,Complete
B310,R310,1,10,6,524,14:24,530,14:30,61,16,45,1,1579400,35.0,508.0,14:08,524.0,14:24,Complete
B311,R311,3,9,5,525,14:25,530,14:30,122,17,105,1,2177100,0.0,508.0,14:08,526.0,14:26,Complete
B312,R312,1,6,4,520,14:20,524,14:24,23,9,14,0,1161600,28.0,511.0,14:11,521.0,14:21,Complete
B313,R313,4,2,4,521,14:21,525,14:25,56,8,48,0,1509700,14.0,513.0,14:13,525.0,14:25,Complete
B314,R314,4,7,4,526,14:26,530,14:30,57,9,48,0,1506500,19.0,517.0,14:17,530.0,14:30,Complete
B315,R315,1,2,5,527,14:27,532,14:32,54,9,45,0,1474000,26.0,518.0,14:18,528.0,14:28,Complete
B316,R316,1,9,7,536,14:36,543,14:43,113,18,95,0,1972700,2.0,518.0,14:18,537.0,14:37,Complete
B317,R317,3,10,6,536,14:36,542,14:42,83,17,66,0,1680800,3.0,519.0,14:19,537.0,14:37,Complete
B318,R318,7,1,5,528,14:28,533,14:33,56,9,47,0,1496500,17.0,519.0,14:19,532.0,14:32,Complete
B319,R319,4,7,4,529,14:29,533,14:33,57,9,48,1,1606500,5.0,520.0,14:20,530.0,14:30,Complete
B320,R320,2,5,5,532,14:32,537,14:37,59,11,48,1,1610100,8.0,523.0,14:23,534.0,14:34,Complete
B321,R321,2,5,5,532,14:32,537,14:37,59,10,49,1,1610100,11.0,523.0,14:23,534.0,14:34,Complete
B322,R322,3,5,6,533,14:33,539,14:39,50,10,40,1,1528200,13.0,523.0,14:23,534.0,14:34,Complete
B323,R323,6,7,5,538,14:38,543,14:43,77,15,62,1,1750300,20.0,523.0,14:23,538.0,14:38,Complete
B324,R324,4,8,5,538,14:38,543,14:43,78,13,65,1,1770200,10.0,525.0,14:25,539.0,14:39,Complete
B325,R325,2,5,5,542,14:42,547,14:47,59,11,48,0,1510100,14.0,531.0,14:31,542.0,14:42,Complete
B326,R326,3,1,5,540,14:40,545,14:45,51,8,43,0,1458100,15.0,532.0,14:32,541.0,14:41,Complete
B327,R327,7,5,6,544,14:44,550,14:50,63,12,51,0,1537500,4.0,532.0,14:32,545.0,14:45,Complete
B328,R328,3,5,6,543,14:43,549,14:49,50,10,40,0,1428200,22.0,533.0,14:33,544.0,14:44,Complete
B329,R329,6,3,4,545,14:45,549,14:49,81,12,69,0,1717600,28.0,533.0,14:33,546.0,14:46,Complete
B330,R330,10,4,5,547,14:47,552,14:52,66,14,52,0,1541900,34.0,533.0,14:33,548.0,14:48,Complete
B331,R331,9,3,4,551,14:51,555,14:55,121,17,104,0,2068100,0.0,534.0,14:34,552.0,14:52,Complete
B332,R332,4,9,5,552,14:52,557,14:57,124,17,107,0,2090400,17.0,539.0,14:39,557.0,14:57,Complete
B333,R333,6,7,5,550,14:50,555,14:55,77,15,62,0,1650300,6.0,535.0,14:35,555.0,14:55,Complete
B334,R334,7,4,5,544,14:44,549,14:49,57,9,48,0,1505500,19.0,535.0,14:35,545.0,14:45,Complete
B335,,6,7,5,554,14:54,559,14:59,77,14,63,1,1750300,,,,,,Overdue
B336,R336,7,4,5,549,14:49,554,14:54,57,9,48,1,1605500,12.0,540.0,14:40,553.0,14:53,Complete
B337,R337,10,4,5,554,14:54,559,14:59,66,14,52,1,1641900,3.0,540.0,14:40,555.0,14:55,Complete
B338,R338,3,4,5,550,14:50,555,14:55,45,9,36,1,1487400,37.0,541.0,14:41,551.0,14:51,Complete
B339,R339,3,5,6,551,14:51,557,14:57,50,10,40,1,1528200,30.0,541.0,14:41,552.0,14:52,Complete
B340,R340,7,4,5,552,14:52,557,14:57,57,9,48,1,1605500,12.0,543.0,14:43,556.0,14:56,Complete
B341,R341,4,7,4,553,14:53,557,14:57,57,9,48,1,1606500,8.0,546.0,14:46,556.0,14:56,Complete
B342,R342,7,5,6,556,14:56,562,15:02,63,12,51,1,1637500,5.0,544.0,14:44,557.0,14:57,Complete
B343,R343,9,3,4,565,15:05,569,15:09,121,17,104,1,2168100,7.0,548.0,14:48,566.0,15:06,Complete
B344,R344,3,9,5,568,15:08,573,15:13,122,17,105,0,2077100,0.0,555.0,14:55,573.0,15:13,Complete
B345,R345,1,2,5,561,15:01,566,15:06,54,9,45,0,1474000,15.0,552.0,14:52,562.0,15:02,Complete
B346,R346,2,1,5,561,15:01,566,15:06,54,9,45,0,1474000,31.0,552.0,14:52,562.0,15:02,Complete
B347,R347,2,5,5,562,15:02,567,15:07,59,10,49,0,1510100,28.0,552.0,14:52,563.0,15:03,Complete
B348,R348,7,4,5,561,15:01,566,15:06,57,9,48,0,1505500,20.0,552.0,14:52,562.0,15:02,Complete
B349,R349,6,7,5,568,15:08,573,15:13,77,14,63,0,1650300,4.0,555.0,14:55,570.0,15:10,Complete
B350,R350,1,10,6,570,15:10,576,15:16,61,15,46,0,1479400,37.0,558.0,14:58,574.0,15:14,Complete
B351,R351,2,9,5,571,15:11,576,15:16,107,16,91,0,1933400,26.0,555.0,14:55,572.0,15:12,Complete
B352,R352,3,9,5,575,15:15,580,15:20,122,17,105,0,2077100,23.0,558.0,14:58,576.0,15:16,Complete
B353,R353,6,1,4,567,15:07,571,15:11,23,9,14,0,1161600,11.0,558.0,14:58,571.0,15:11,Complete
B354,R354,7,1,5,571,15:11,576,15:16,56,9,47,1,1596500,8.0,562.0,15:02,572.0,15:12,Complete
B355,R355,9,5,5,581,15:21,586,15:26,139,19,120,1,2324000,2.0,562.0,15:02,582.0,15:22,Complete
B356,R356,1,6,4,572,15:12,576,15:16,23,9,14,1,1261600,3.0,564.0,15:04,574.0,15:14,Complete
B357,R357,4,3,5,572,15:12,577,15:17,45,9,36,1,1487400,13.0,566.0,15:06,576.0,15:16,Complete
B358,R358,1,10,5,580,15:20,585,15:25,61,15,46,1,1580400,5.0,568.0,15:08,584.0,15:24,Complete
B359,R359,4,7,4,574,15:14,578,15:18,57,9,48,1,1606500,19.0,565.0,15:05,575.0,15:15,Complete
B360,R360,4,9,5,584,15:24,589,15:29,124,18,106,1,2190400,14.0,566.0,15:06,584.0,15:24,Complete
B361,R361,7,5,6,578,15:18,584,15:24,63,12,51,1,1637500,6.0,566.0,15:06,579.0,15:19,Complete
B362,R362,1,2,5,576,15:16,581,15:21,54,9,45,1,1574000,31.0,567.0,15:07,577.0,15:17,Complete
B363,R363,4,2,4,575,15:15,579,15:19,56,8,48,1,1609700,16.0,567.0,15:07,576.0,15:16,Complete
B364,R364,3,5,6,579,15:19,585,15:25,50,10,40,1,1528200,7.0,569.0,15:09,580.0,15:20,Complete
B365,R365,4,7,4,578,15:18,582,15:22,57,9,48,1,1606500,20.0,569.0,15:09,579.0,15:19,Complete
B366,R366,3,1,5,582,15:22,587,15:27,51,8,43,0,1458100,36.0,574.0,15:14,583.0,15:23,Complete
B367,R367,8,4,5,588,15:28,593,15:33,76,14,62,0,1650200,1.0,574.0,15:14,593.0,15:33,Complete
B368,R368,4,2,4,584,15:24,588,15:28,56,8,48,0,1509700,34.0,576.0,15:16,588.0,15:28,Complete
B369,R369,4,9,5,594,15:34,599,15:39,124,18,106,0,2090400,12.0,576.0,15:16,594.0,15:34,Complete
B370,R370,1,8,5,591,15:31,596,15:36,82,14,68,0,1706400,11.0,577.0,15:17,592.0,15:32,Complete
B371,R371,4,2,4,587,15:27,591,15:31,56,8,48,0,1509700,34.0,579.0,15:19,591.0,15:31,Complete
B372,R372,2,4,4,590,15:30,594,15:34,54,8,46,1,1589700,31.0,582.0,15:22,591.0,15:31,Complete
B373,R373,3,5,6,592,15:32,598,15:38,50,10,40,1,1528200,19.0,587.0,15:27,598.0,15:38,Complete
B374,R374,7,4,4,591,15:31,595,15:35,57,9,48,1,1606500,4.0,582.0,15:22,592.0,15:32,Complete
B375,R375,2,5,5,594,15:34,599,15:39,59,11,48,1,1610100,16.0,583.0,15:23,597.0,15:37,Complete
B376,R376,2,5,5,596,15:36,601,15:41,59,11,48,1,1610100,16.0,586.0,15:26,600.0,15:40,Complete
B377,R377,10,3,8,603,15:43,611,15:51,83,17,66,1,1778800,5.0,587.0,15:27,608.0,15:48,Complete
B378,R378,3,1,5,596,15:36,601,15:41,51,8,43,1,1558100,13.0,588.0,15:28,597.0,15:37,Complete
B379,R379,4,7,4,599,15:39,603,15:43,57,9,48,1,1606500,36.0,590.0,15:30,600.0,15:40,Complete
B380,R380,3,5,6,601,15:41,607,15:47,50,10,40,0,1428200,20.0,591.0,15:31,607.0,15:47,Complete
B381,R381,4,7,4,603,15:43,607,15:47,57,9,48,0,1506500,7.0,594.0,15:34,604.0,15:44,Complete
B382,R382,5,9,5,613,15:53,618,15:58,138,19,119,0,2214000,2.0,594.0,15:34,614.0,15:54,Complete
B383,R383,3,5,6,605,15:45,611,15:51,50,10,40,0,1428200,34.0,597.0,15:37,608.0,15:48,Complete
B384,R384,3,5,6,606,15:46,612,15:52,50,10,40,0,1428200,20.0,596.0,15:36,610.0,15:50,Complete
B385,R385,4,10,5,611,15:51,616,15:56,68,14,54,0,1561900,1.0,597.0,15:37,612.0,15:52,Complete
B386,R386,2,6,5,612,15:52,617,15:57,92,13,79,0,1816500,15.0,599.0,15:39,613.0,15:53,Complete
B387,R387,6,7,5,614,15:54,619,15:59,77,15,62,0,1650300,6.0,599.0,15:39,614.0,15:54,Complete
B388,R388,1,10,5,616,15:56,621,16:01,61,16,45,1,1580400,13.0,600.0,15:40,620.0,16:00,Complete
B389,R389,4,2,4,609,15:49,613,15:53,56,8,48,1,1609700,31.0,601.0,15:41,610.0,15:50,Complete
B390,R390,4,2,4,610,15:50,614,15:54,56,8,48,1,1609700,4.0,602.0,15:42,611.0,15:51,Complete
B391,R391,9,10,7,623,16:03,630,16:10,177,21,156,1,2682300,0.0,602.0,15:42,624.0,16:04,Complete
B392,R392,3,5,6,613,15:53,619,15:59,50,10,40,1,1528200,33.0,607.0,15:47,618.0,15:58,Complete
B393,R393,1,10,5,620,16:00,625,16:05,61,16,45,1,1580400,13.0,604.0,15:44,623.0,16:03,Complete
B394,R394,6,2,5,618,15:58,623,16:03,92,13,79,1,1916500,3.0,605.0,15:45,619.0,15:59,Complete
B395,R395,6,1,5,615,15:55,620,16:00,23,9,14,1,1260600,22.0,607.0,15:47,617.0,15:57,Complete
B396,R396,1,9,7,626,16:06,633,16:13,113,18,95,1,2072700,8.0,608.0,15:48,627.0,16:07,Complete
B397,R397,8,6,5,629,16:09,634,16:14,110,19,91,1,2038000,9.0,610.0,15:50,630.0,16:10,Complete
B398,R398,1,6,4,624,16:04,628,16:08,23,9,14,0,1161600,24.0,615.0,15:55,625.0,16:05,Complete
B399,R399,2,4,4,627,16:07,631,16:11,54,8,46,0,1489700,31.0,619.0,15:59,628.0,16:08,Complete
B400,R400,10,3,7,638,16:18,645,16:25,83,17,66,1,1779800,0.0,627.0,16:07,645.0,16:25,Complete
B401,R401,4,9,6,642,16:22,648,16:28,124,18,106,1,2189400,32.0,626.0,16:06,647.0,16:27,Complete
B402,R402,6,7,5,638,16:18,643,16:23,77,14,63,1,1750300,15.0,624.0,16:04,639.0,16:19,Complete
B403,R403,4,7,4,634,16:14,638,16:18,57,9,48,1,1606500,16.0,626.0,16:06,636.0,16:16,Complete
B404,R404,1,5,4,636,16:16,640,16:20,27,10,17,1,1300900,30.0,628.0,16:08,639.0,16:19,Complete
B405,R405,4,7,4,635,16:15,639,16:19,57,9,48,1,1606500,19.0,626.0,16:06,636.0,16:16,Complete
B406,R406,2,4,5,635,16:15,640,16:20,54,8,46,1,1588700,4.0,627.0,16:07,636.0,16:16,Complete
B407,R407,7,1,5,636,16:16,641,16:21,56,9,47,1,1596500,7.0,627.0,16:07,637.0,16:17,Complete
B408,R408,7,4,5,636,16:16,641,16:21,57,9,48,1,1605500,6.0,627.0,16:07,640.0,16:20,Complete
B409,R409,4,9,6,646,16:26,652,16:32,124,18,106,1,2189400,32.0,629.0,16:09,650.0,16:30,Complete
B410,R410,3,4,5,638,16:18,643,16:23,45,9,36,1,1487400,5.0,629.0,16:09,639.0,16:19,Complete
B411,R411,3,5,6,640,16:20,646,16:26,50,10,40,1,1528200,33.0,630.0,16:10,641.0,16:21,Complete
B412,R412,7,6,6,644,16:24,650,16:30,78,14,64,1,1759300,6.0,630.0,16:10,650.0,16:30,Complete
B413,R413,1,10,7,648,16:28,655,16:35,61,16,45,0,1478400,22.0,638.0,16:18,654.0,16:34,Complete
B414,R414,9,3,5,649,16:29,654,16:34,121,17,104,0,2067100,2.0,632.0,16:12,653.0,16:33,Complete
B415,R415,2,1,5,643,16:23,648,16:28,54,9,45,0,1474000,3.0,634.0,16:14,647.0,16:27,Complete
B416,R416,6,7,5,648,16:28,653,16:33,77,14,63,0,1650300,24.0,634.0,16:14,649.0,16:29,Complete
B417,R417,9,3,5,651,16:31,656,16:36,121,17,104,0,2067100,2.0,635.0,16:15,656.0,16:36,Complete
B418,R418,1,10,7,650,16:30,657,16:37,61,15,46,0,1478400,22.0,635.0,16:15,657.0,16:37,Complete
B419,R419,5,3,6,645,16:25,651,16:31,50,10,40,0,1428200,27.0,635.0,16:15,646.0,16:26,Complete
B420,R420,7,4,5,644,16:24,649,16:29,57,9,48,0,1505500,36.0,635.0,16:15,645.0,16:25,Complete
B421,R421,4,2,5,646,16:26,651,16:31,56,8,48,0,1508700,4.0,639.0,16:19,651.0,16:31,Complete
B422,R422,4,7,4,648,16:28,652,16:32,57,9,48,0,1506500,28.0,639.0,16:19,649.0,16:29,Complete
B423,R423,1,10,7,656,16:36,663,16:43,61,16,45,1,1578400,19.0,647.0,16:27,663.0,16:43,Complete
B424,R424,1,9,6,659,16:39,665,16:45,113,18,95,1,2073700,7.0,641.0,16:21,660.0,16:40,Complete
B425,R425,10,3,7,658,16:38,665,16:45,83,17,66,1,1779800,13.0,641.0,16:21,659.0,16:39,Complete
B426,R426,7,4,5,651,16:31,656,16:36,57,9,48,1,1605500,15.0,642.0,16:22,655.0,16:35,Complete
B427,R427,4,2,5,651,16:31,656,16:36,56,8,48,1,1608700,34.0,646.0,16:26,655.0,16:35,Complete
B428,R428,7,4,5,654,16:34,659,16:39,57,9,48,1,1605500,15.0,645.0,16:25,658.0,16:38,Complete
B429,R429,1,3,5,654,16:34,659,16:39,49,8,41,1,1538100,16.0,647.0,16:27,656.0,16:36,Complete
B430,R430,1,6,5,657,16:37,662,16:42,23,9,14,1,1260600,30.0,650.0,16:30,660.0,16:40,Complete
B431,R431,2,4,5,656,16:36,661,16:41,54,8,46,1,1588700,18.0,650.0,16:30,659.0,16:39,Complete
B432,R432,4,7,4,657,16:37,661,16:41,57,9,48,1,1606500,33.0,650.0,16:30,660.0,16:40,Complete
B433,R433,4,7,4,658,16:38,662,16:42,57,9,48,1,1606500,36.0,649.0,16:29,659.0,16:39,Complete
B434,R434,4,10,5,663,16:43,668,16:48,68,14,54,1,1661900,37.0,652.0,16:32,667.0,16:47,Complete
B435,R435,7,4,5,658,16:38,663,16:43,57,9,48,1,1605500,25.0,649.0,16:29,659.0,16:39,Complete
B436,R436,6,2,6,663,16:43,669,16:49,92,13,79,1,1915500,6.0,653.0,16:33,667.0,16:47,Complete
B437,R437,10,4,5,664,16:44,669,16:49,66,14,52,1,1641900,35.0,650.0,16:30,665.0,16:45,Complete
B438,R438,2,5,5,662,16:42,667,16:47,59,11,48,0,1510100,4.0,654.0,16:34,665.0,16:45,Complete
B439,R439,2,5,5,662,16:42,667,16:47,59,10,49,0,1510100,26.0,654.0,16:34,665.0,16:45,Complete
B440,R440,7,4,5,661,16:41,666,16:46,57,9,48,0,1505500,24.0,652.0,16:32,666.0,16:46,Complete
B441,R441,3,4,5,663,16:43,668,16:48,45,9,36,0,1387400,27.0,654.0,16:34,668.0,16:48,Complete
B442,R442,1,2,5,665,16:45,670,16:50,54,9,45,0,1474000,17.0,656.0,16:36,670.0,16:50,Complete
B443,R443,4,9,6,674,16:54,680,17:00,124,18,106,0,2089400,5.0,656.0,16:36,674.0,16:54,Complete
B444,R444,7,4,5,665,16:45,670,16:50,57,9,48,0,1505500,24.0,656.0,16:36,669.0,16:49,Complete
B445,R445,2,5,5,668,16:48,673,16:53,59,11,48,0,1510100,34.0,658.0,16:38,672.0,16:52,Complete
B446,R446,4,7,4,666,16:46,670,16:50,57,9,48,0,1506500,14.0,657.0,16:37,667.0,16:47,Complete
B447,R447,5,10,4,669,16:49,673,16:53,38,12,26,0,1286300,20.0,657.0,16:37,673.0,16:53,Complete
B448,R448,3,4,5,667,16:47,672,16:52,45,9,36,0,1387400,27.0,658.0,16:38,671.0,16:51,Complete
B449,R449,6,7,5,672,16:52,677,16:57,77,14,63,0,1650300,9.0,658.0,16:38,673.0,16:53,Complete
B450,R450,10,4,5,673,16:53,678,16:58,66,14,52,1,1641900,22.0,660.0,16:40,675.0,16:55,Complete
B451,,1,2,5,669,16:49,674,16:54,54,9,45,1,1574000,,,,,,Overdue
B452,R452,1,9,6,678,16:58,684,17:04,113,18,95,1,2073700,3.0,660.0,16:40,679.0,16:59,Complete
B453,R453,2,5,5,670,16:50,675,16:55,59,10,49,1,1610100,16.0,663.0,16:43,674.0,16:54,Complete
B454,,5,2,5,670,16:50,675,16:55,61,10,51,1,1630100,,,,,,Overdue
B455,R455,10,9,4,681,17:01,685,17:05,171,21,150,1,2625300,1.0,660.0,16:40,682.0,17:02,Complete
B456,R456,1,7,5,671,16:51,676,16:56,55,9,46,1,1586500,2.0,666.0,16:46,676.0,16:56,Complete
B457,,3,4,5,671,16:51,676,16:56,45,9,36,1,1487400,,,,,,Overdue
B458,R458,4,2,5,670,16:50,675,16:55,56,8,48,1,1608700,31.0,662.0,16:42,674.0,16:54,Complete
B459,,3,5,6,673,16:53,679,16:59,50,10,40,1,1528200,,,,,,Overdue
B460,R460,9,3,5,680,17:00,685,17:05,121,17,104,1,2167100,39.0,663.0,16:43,681.0,17:01,Complete
B461,R461,4,9,6,682,17:02,688,17:08,124,18,106,1,2189400,15.0,664.0,16:44,685.0,17:05,Complete
